subtype,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8
LUSC,3.50655953819707,5.48708152448463,-3.56135725289933,6.12644586824626,3.27853949148451,7.25766393084105,1.00110020958083,-0.123558702303468
LUAD,-13.9709152671359,-0.48354778405876,-2.99747169949968,1.91116823032768,-3.25513587684587,-1.68497104497127,1.393047771432,-3.12580196966483
LUAD,-2.73483325208472,14.5732653214656,-2.93162226457068,7.62490916210123,0.355841431158441,2.2196126134406,-0.609202285791433,-4.89963318057008
LUSC,24.7359855082364,-15.3639375693135,4.99308517929284,14.4729163481624,-5.91716929403295,22.3477071352421,-0.209968258791501,-2.36127913051954
LUAD,-4.83743095938003,5.26050361660137,9.43871579860432,4.89093642383606,-6.43631213922284,14.1018353282392,13.9858076130596,6.94133048944106
LUSC,23.4322303280129,-1.09385713949328,2.32031768216411,-3.43367243903109,0.216457212799933,-9.61126191397818,20.4388231965814,-1.56594861788332
LUSC,4.11967918582461,-1.76585694899728,-14.0488031714595,-3.23786705261769,-9.36235949029908,3.23152708939908,-3.29691793171157,9.23101434046767
LUSC,9.81797768253906,-6.31171158579423,-3.5746047302013,-7.5281127574957,5.80527437155479,-6.17885781822816,8.57307405045296,0.673586309036867
LUSC,-5.66992655898427,-2.16027771722907,-3.45494882043413,-4.87589253680191,0.256588105680588,-5.23284205680959,-2.56862524560416,-4.86056886478238
SCLC,20.237231770009,-7.653027866786,-2.43934151506888,1.26254244318579,-4.4492505961793,2.36620741742385,-29.9327359559928,10.1177002037913
LUSC,12.5829029298547,-10.8923245458564,-0.91343679852344,-4.51105895851681,3.5978500858034,-2.31863883827301,1.44318783060606,-5.78974604584757
LUAD,-6.19273755019058,8.78091269659039,15.8844400031995,6.44098357450708,9.35989706599653,1.49914981224283,-10.9042172049797,-7.79072102899479
LUAD,-7.0880914059238,14.7275688128294,7.54996456747627,14.4791371932832,-0.400447312119382,1.75950756280855,-2.75632673609013,-10.8549667068855
